track,dataset,base_dataset_name,dataset_type,unit,seed,experiment_name,run_id,group,monitor_preset,trigger_mode,confirm_theta,confirm_window,confirm_cooldown,log_path,horizon,n_drifts,acc_final,acc_min_raw,acc_min@2000,miss_tol500,MDR_tol500,cand_P50,cand_P90,cand_P99,conf_P50,conf_P90,conf_P99,MTFA_win
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,4,trackAA_generalization_nonabrupt,20260109-015027-iow_stagger_gradual_frequent_A_or_defaultPH_cd0,A_or_defaultPH,error_divergence_ph_meta,or,0.5,1,0,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed4/20260109-015027-iow_stagger_gradual_frequent_A_or_defaultPH_cd0/stagger_abrupt3__ts_drift_adapt__seed4.csv,50000,4,0.92779296875,0.84375,0.9182830459770115,0.5,0.5,5047.5,10000.0,10000.0,5047.5,10000.0,10000.0,3605.3333333333335
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,5,trackAA_generalization_nonabrupt,20260109-015027-iow_stagger_gradual_frequent_A_or_defaultPH_cd0,A_or_defaultPH,error_divergence_ph_meta,or,0.5,1,0,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed5/20260109-015027-iow_stagger_gradual_frequent_A_or_defaultPH_cd0/stagger_abrupt3__ts_drift_adapt__seed5.csv,50000,4,0.9279296875,0.171875,0.888671875,0.5,0.5,839.0,7465.300000000001,9746.529999999999,839.0,7465.300000000001,9746.529999999999,3456.0
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,1,trackAA_generalization_nonabrupt,20260109-015110-hq4_stagger_gradual_frequent_B_or_tunedPH_cd0,B_or_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",or,0.5,1,0,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed1/20260109-015110-hq4_stagger_gradual_frequent_B_or_tunedPH_cd0/stagger_abrupt3__ts_drift_adapt__seed1.csv,50000,4,0.943828125,0.890625,0.9341892764857881,0.5,0.5,327.0,7177.300000000002,9717.729999999998,327.0,7177.300000000002,9717.729999999998,966.8085106382979
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,2,trackAA_generalization_nonabrupt,20260109-015110-hq4_stagger_gradual_frequent_B_or_tunedPH_cd0,B_or_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",or,0.5,1,0,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed2/20260109-015110-hq4_stagger_gradual_frequent_B_or_tunedPH_cd0/stagger_abrupt3__ts_drift_adapt__seed2.csv,50000,4,0.9314453125,0.640625,0.9197345890410958,0.25,0.25,247.0,7119.700000000002,9711.969999999998,247.0,7119.700000000002,9711.969999999998,777.9310344827586
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,3,trackAA_generalization_nonabrupt,20260109-015110-hq4_stagger_gradual_frequent_B_or_tunedPH_cd0,B_or_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",or,0.5,1,0,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed3/20260109-015110-hq4_stagger_gradual_frequent_B_or_tunedPH_cd0/stagger_abrupt3__ts_drift_adapt__seed3.csv,50000,4,0.9333984375,0.109375,0.81640625,0.5,0.5,519.0,7292.500000000002,9729.249999999998,519.0,7292.500000000002,9729.249999999998,993.28
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,4,trackAA_generalization_nonabrupt,20260109-015110-hq4_stagger_gradual_frequent_B_or_tunedPH_cd0,B_or_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",or,0.5,1,0,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed4/20260109-015110-hq4_stagger_gradual_frequent_B_or_tunedPH_cd0/stagger_abrupt3__ts_drift_adapt__seed4.csv,50000,4,0.93419921875,0.71875,0.91845703125,0.5,0.5,647.0,7369.300000000002,9736.929999999998,647.0,7369.300000000002,9736.929999999998,1016.32
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,5,trackAA_generalization_nonabrupt,20260109-015110-hq4_stagger_gradual_frequent_B_or_tunedPH_cd0,B_or_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",or,0.5,1,0,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed5/20260109-015110-hq4_stagger_gradual_frequent_B_or_tunedPH_cd0/stagger_abrupt3__ts_drift_adapt__seed5.csv,50000,4,0.93720703125,0.296875,0.908203125,0.25,0.25,231.0,7119.700000000002,9711.969999999998,231.0,7119.700000000002,9711.969999999998,871.68
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,1,trackAA_generalization_nonabrupt,20260109-015153-qrb_stagger_gradual_frequent_C_weighted_tunedPH_cd0,C_weighted_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed1/20260109-015153-qrb_stagger_gradual_frequent_C_weighted_tunedPH_cd0/stagger_abrupt3__ts_drift_adapt__seed1.csv,50000,4,0.9309765625,0.34375,0.90625,0.25,0.25,103.0,7042.9000000000015,9704.289999999999,103.0,7042.9000000000015,9704.289999999999,836.4912280701755
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,2,trackAA_generalization_nonabrupt,20260109-015153-qrb_stagger_gradual_frequent_C_weighted_tunedPH_cd0,C_weighted_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed2/20260109-015153-qrb_stagger_gradual_frequent_C_weighted_tunedPH_cd0/stagger_abrupt3__ts_drift_adapt__seed2.csv,50000,4,0.94212890625,0.203125,0.890625,0.5,0.5,5047.5,10000.0,10000.0,5047.5,10000.0,10000.0,999.2727272727273
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,3,trackAA_generalization_nonabrupt,20260109-015153-qrb_stagger_gradual_frequent_C_weighted_tunedPH_cd0,C_weighted_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed3/20260109-015153-qrb_stagger_gradual_frequent_C_weighted_tunedPH_cd0/stagger_abrupt3__ts_drift_adapt__seed3.csv,50000,4,0.9347265625,0.640625,0.8916015625,0.5,0.5,5031.5,10000.0,10000.0,5031.5,10000.0,10000.0,985.8723404255319
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,4,trackAA_generalization_nonabrupt,20260109-015153-qrb_stagger_gradual_frequent_C_weighted_tunedPH_cd0,C_weighted_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed4/20260109-015153-qrb_stagger_gradual_frequent_C_weighted_tunedPH_cd0/stagger_abrupt3__ts_drift_adapt__seed4.csv,50000,4,0.94375,0.59375,0.9300016756032171,0.5,0.5,5031.5,10000.0,10000.0,5031.5,10000.0,10000.0,1127.3846153846155
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,5,trackAA_generalization_nonabrupt,20260109-015153-qrb_stagger_gradual_frequent_C_weighted_tunedPH_cd0,C_weighted_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed5/20260109-015153-qrb_stagger_gradual_frequent_C_weighted_tunedPH_cd0/stagger_abrupt3__ts_drift_adapt__seed5.csv,50000,4,0.9338671875,0.65625,0.9234283625730995,0.5,0.5,5031.5,10000.0,10000.0,5031.5,10000.0,10000.0,1018.4347826086956
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,1,trackAA_generalization_nonabrupt,20260109-015237-bo5_stagger_gradual_frequent_D_two_stage_tunedPH_cd200_cd200,D_two_stage_tunedPH_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed1/20260109-015237-bo5_stagger_gradual_frequent_D_two_stage_tunedPH_cd200_cd200/stagger_abrupt3__ts_drift_adapt__seed1.csv,50000,4,0.93611328125,0.140625,0.841796875,0.5,0.5,5031.5,10000.0,10000.0,5031.5,10000.0,10000.0,948.0
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,2,trackAA_generalization_nonabrupt,20260109-015237-bo5_stagger_gradual_frequent_D_two_stage_tunedPH_cd200_cd200,D_two_stage_tunedPH_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed2/20260109-015237-bo5_stagger_gradual_frequent_D_two_stage_tunedPH_cd200_cd200/stagger_abrupt3__ts_drift_adapt__seed2.csv,50000,4,0.93828125,0.171875,0.92431640625,0.5,0.5,343.0,7177.300000000002,9717.729999999998,343.0,7177.300000000002,9717.729999999998,1028.1739130434783
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,3,trackAA_generalization_nonabrupt,20260109-015237-bo5_stagger_gradual_frequent_D_two_stage_tunedPH_cd200_cd200,D_two_stage_tunedPH_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed3/20260109-015237-bo5_stagger_gradual_frequent_D_two_stage_tunedPH_cd200_cd200/stagger_abrupt3__ts_drift_adapt__seed3.csv,50000,4,0.94328125,0.203125,0.85888671875,0.5,0.5,5031.5,10000.0,10000.0,5031.5,10000.0,10000.0,1074.6046511627908
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,4,trackAA_generalization_nonabrupt,20260109-015237-bo5_stagger_gradual_frequent_D_two_stage_tunedPH_cd200_cd200,D_two_stage_tunedPH_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed4/20260109-015237-bo5_stagger_gradual_frequent_D_two_stage_tunedPH_cd200_cd200/stagger_abrupt3__ts_drift_adapt__seed4.csv,50000,4,0.93732421875,0.34375,0.89013671875,0.5,0.5,1543.0,7906.9000000000015,9790.689999999999,1543.0,7906.9000000000015,9790.689999999999,878.08
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,5,trackAA_generalization_nonabrupt,20260109-015237-bo5_stagger_gradual_frequent_D_two_stage_tunedPH_cd200_cd200,D_two_stage_tunedPH_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed5/20260109-015237-bo5_stagger_gradual_frequent_D_two_stage_tunedPH_cd200_cd200/stagger_abrupt3__ts_drift_adapt__seed5.csv,50000,4,0.93177734375,0.421875,0.91455078125,0.25,0.25,231.0,7119.700000000002,9711.969999999998,231.0,7119.700000000002,9711.969999999998,897.2549019607843
