check,row_idx,track,phase,dataset,seed,group,run_id,log_path,log_path_contains_dataset_segment,summary_path,summary_path_rule,summary_exists,summary_dataset_name,is_nodrift,nodrift_has_forbidden_abrupt4_segment,violations,violation_details
PASS,296,AL,quick,sine_abrupt4,1,P_perm_fused_score_a0.005_pre200_post50_n5,20260111-190852-0kk_P_perm_fused_score_a0.005_pre200_post50_n5__sine_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed1/20260111-190852-0kk_P_perm_fused_score_a0.005_pre200_post50_n5/sine_abrupt4__ts_drift_adapt__seed1.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed1/20260111-190852-0kk_P_perm_fused_score_a0.005_pre200_post50_n5/sine_abrupt4__ts_drift_adapt__seed1.summary.json,replace_.csv,1,sine_abrupt4,0,0,,
PASS,297,AL,quick,sine_abrupt4,2,P_perm_fused_score_a0.005_pre200_post50_n5,20260111-190852-0kk_P_perm_fused_score_a0.005_pre200_post50_n5__sine_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed2/20260111-190852-0kk_P_perm_fused_score_a0.005_pre200_post50_n5/sine_abrupt4__ts_drift_adapt__seed2.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed2/20260111-190852-0kk_P_perm_fused_score_a0.005_pre200_post50_n5/sine_abrupt4__ts_drift_adapt__seed2.summary.json,replace_.csv,1,sine_abrupt4,0,0,,
PASS,298,AL,quick,sine_abrupt4,3,P_perm_fused_score_a0.005_pre200_post50_n5,20260111-190852-0kk_P_perm_fused_score_a0.005_pre200_post50_n5__sine_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed3/20260111-190852-0kk_P_perm_fused_score_a0.005_pre200_post50_n5/sine_abrupt4__ts_drift_adapt__seed3.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed3/20260111-190852-0kk_P_perm_fused_score_a0.005_pre200_post50_n5/sine_abrupt4__ts_drift_adapt__seed3.summary.json,replace_.csv,1,sine_abrupt4,0,0,,
PASS,299,AL,quick,sine_abrupt4,4,P_perm_fused_score_a0.005_pre200_post50_n5,20260111-190852-0kk_P_perm_fused_score_a0.005_pre200_post50_n5__sine_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed4/20260111-190852-0kk_P_perm_fused_score_a0.005_pre200_post50_n5/sine_abrupt4__ts_drift_adapt__seed4.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed4/20260111-190852-0kk_P_perm_fused_score_a0.005_pre200_post50_n5/sine_abrupt4__ts_drift_adapt__seed4.summary.json,replace_.csv,1,sine_abrupt4,0,0,,
PASS,300,AL,quick,sine_abrupt4,5,P_perm_fused_score_a0.005_pre200_post50_n5,20260111-190852-0kk_P_perm_fused_score_a0.005_pre200_post50_n5__sine_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed5/20260111-190852-0kk_P_perm_fused_score_a0.005_pre200_post50_n5/sine_abrupt4__ts_drift_adapt__seed5.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed5/20260111-190852-0kk_P_perm_fused_score_a0.005_pre200_post50_n5/sine_abrupt4__ts_drift_adapt__seed5.summary.json,replace_.csv,1,sine_abrupt4,0,0,,
PASS,301,AL,quick,sea_nodrift,1,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sea_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed1/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_nodrift__ts_drift_adapt__seed1.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed1/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_nodrift__ts_drift_adapt__seed1.summary.json,replace_.csv,1,sea_nodrift,1,0,,
PASS,302,AL,quick,sea_nodrift,2,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sea_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed2/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_nodrift__ts_drift_adapt__seed2.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed2/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_nodrift__ts_drift_adapt__seed2.summary.json,replace_.csv,1,sea_nodrift,1,0,,
PASS,303,AL,quick,sea_nodrift,3,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sea_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed3/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_nodrift__ts_drift_adapt__seed3.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed3/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_nodrift__ts_drift_adapt__seed3.summary.json,replace_.csv,1,sea_nodrift,1,0,,
PASS,304,AL,quick,sea_nodrift,4,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sea_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed4/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_nodrift__ts_drift_adapt__seed4.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed4/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_nodrift__ts_drift_adapt__seed4.summary.json,replace_.csv,1,sea_nodrift,1,0,,
PASS,305,AL,quick,sea_nodrift,5,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sea_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed5/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_nodrift__ts_drift_adapt__seed5.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed5/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_nodrift__ts_drift_adapt__seed5.summary.json,replace_.csv,1,sea_nodrift,1,0,,
PASS,306,AL,quick,sine_nodrift,1,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sine_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed1/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_nodrift__ts_drift_adapt__seed1.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed1/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_nodrift__ts_drift_adapt__seed1.summary.json,replace_.csv,1,sine_nodrift,1,0,,
PASS,307,AL,quick,sine_nodrift,2,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sine_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed2/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_nodrift__ts_drift_adapt__seed2.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed2/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_nodrift__ts_drift_adapt__seed2.summary.json,replace_.csv,1,sine_nodrift,1,0,,
PASS,308,AL,quick,sine_nodrift,3,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sine_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed3/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_nodrift__ts_drift_adapt__seed3.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed3/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_nodrift__ts_drift_adapt__seed3.summary.json,replace_.csv,1,sine_nodrift,1,0,,
PASS,309,AL,quick,sine_nodrift,4,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sine_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed4/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_nodrift__ts_drift_adapt__seed4.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed4/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_nodrift__ts_drift_adapt__seed4.summary.json,replace_.csv,1,sine_nodrift,1,0,,
PASS,310,AL,quick,sine_nodrift,5,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sine_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed5/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_nodrift__ts_drift_adapt__seed5.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed5/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_nodrift__ts_drift_adapt__seed5.summary.json,replace_.csv,1,sine_nodrift,1,0,,
PASS,311,AL,quick,sea_abrupt4,1,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sea_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_abrupt4__ts_drift_adapt__seed1.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_abrupt4__ts_drift_adapt__seed1.summary.json,replace_.csv,1,sea_abrupt4,0,0,,
PASS,312,AL,quick,sea_abrupt4,2,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sea_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_abrupt4__ts_drift_adapt__seed2.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_abrupt4__ts_drift_adapt__seed2.summary.json,replace_.csv,1,sea_abrupt4,0,0,,
PASS,313,AL,quick,sea_abrupt4,3,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sea_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_abrupt4__ts_drift_adapt__seed3.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_abrupt4__ts_drift_adapt__seed3.summary.json,replace_.csv,1,sea_abrupt4,0,0,,
PASS,314,AL,quick,sea_abrupt4,4,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sea_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_abrupt4__ts_drift_adapt__seed4.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_abrupt4__ts_drift_adapt__seed4.summary.json,replace_.csv,1,sea_abrupt4,0,0,,
PASS,315,AL,quick,sea_abrupt4,5,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sea_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_abrupt4__ts_drift_adapt__seed5.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sea_abrupt4__ts_drift_adapt__seed5.summary.json,replace_.csv,1,sea_abrupt4,0,0,,
PASS,316,AL,quick,sine_abrupt4,1,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sine_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed1/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_abrupt4__ts_drift_adapt__seed1.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed1/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_abrupt4__ts_drift_adapt__seed1.summary.json,replace_.csv,1,sine_abrupt4,0,0,,
PASS,317,AL,quick,sine_abrupt4,2,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sine_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed2/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_abrupt4__ts_drift_adapt__seed2.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed2/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_abrupt4__ts_drift_adapt__seed2.summary.json,replace_.csv,1,sine_abrupt4,0,0,,
PASS,318,AL,quick,sine_abrupt4,3,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sine_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed3/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_abrupt4__ts_drift_adapt__seed3.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed3/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_abrupt4__ts_drift_adapt__seed3.summary.json,replace_.csv,1,sine_abrupt4,0,0,,
PASS,319,AL,quick,sine_abrupt4,4,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sine_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed4/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_abrupt4__ts_drift_adapt__seed4.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed4/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_abrupt4__ts_drift_adapt__seed4.summary.json,replace_.csv,1,sine_abrupt4,0,0,,
PASS,320,AL,quick,sine_abrupt4,5,P_perm_fused_score_a0.005_pre500_post30_n5,20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5__sine_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed5/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_abrupt4__ts_drift_adapt__seed5.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed5/20260111-191116-n1a_P_perm_fused_score_a0.005_pre500_post30_n5/sine_abrupt4__ts_drift_adapt__seed5.summary.json,replace_.csv,1,sine_abrupt4,0,0,,
PASS,321,AL,quick,sea_nodrift,1,P_perm_fused_score_a0.005_pre500_post50_n5,20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5__sea_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed1/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_nodrift__ts_drift_adapt__seed1.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed1/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_nodrift__ts_drift_adapt__seed1.summary.json,replace_.csv,1,sea_nodrift,1,0,,
PASS,322,AL,quick,sea_nodrift,2,P_perm_fused_score_a0.005_pre500_post50_n5,20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5__sea_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed2/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_nodrift__ts_drift_adapt__seed2.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed2/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_nodrift__ts_drift_adapt__seed2.summary.json,replace_.csv,1,sea_nodrift,1,0,,
PASS,323,AL,quick,sea_nodrift,3,P_perm_fused_score_a0.005_pre500_post50_n5,20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5__sea_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed3/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_nodrift__ts_drift_adapt__seed3.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed3/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_nodrift__ts_drift_adapt__seed3.summary.json,replace_.csv,1,sea_nodrift,1,0,,
PASS,324,AL,quick,sea_nodrift,4,P_perm_fused_score_a0.005_pre500_post50_n5,20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5__sea_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed4/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_nodrift__ts_drift_adapt__seed4.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed4/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_nodrift__ts_drift_adapt__seed4.summary.json,replace_.csv,1,sea_nodrift,1,0,,
PASS,325,AL,quick,sea_nodrift,5,P_perm_fused_score_a0.005_pre500_post50_n5,20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5__sea_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed5/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_nodrift__ts_drift_adapt__seed5.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_nodrift/ts_drift_adapt/seed5/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_nodrift__ts_drift_adapt__seed5.summary.json,replace_.csv,1,sea_nodrift,1,0,,
PASS,326,AL,quick,sine_nodrift,1,P_perm_fused_score_a0.005_pre500_post50_n5,20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5__sine_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed1/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sine_nodrift__ts_drift_adapt__seed1.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed1/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sine_nodrift__ts_drift_adapt__seed1.summary.json,replace_.csv,1,sine_nodrift,1,0,,
PASS,327,AL,quick,sine_nodrift,2,P_perm_fused_score_a0.005_pre500_post50_n5,20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5__sine_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed2/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sine_nodrift__ts_drift_adapt__seed2.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed2/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sine_nodrift__ts_drift_adapt__seed2.summary.json,replace_.csv,1,sine_nodrift,1,0,,
PASS,328,AL,quick,sine_nodrift,3,P_perm_fused_score_a0.005_pre500_post50_n5,20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5__sine_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed3/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sine_nodrift__ts_drift_adapt__seed3.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed3/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sine_nodrift__ts_drift_adapt__seed3.summary.json,replace_.csv,1,sine_nodrift,1,0,,
PASS,329,AL,quick,sine_nodrift,4,P_perm_fused_score_a0.005_pre500_post50_n5,20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5__sine_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed4/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sine_nodrift__ts_drift_adapt__seed4.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed4/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sine_nodrift__ts_drift_adapt__seed4.summary.json,replace_.csv,1,sine_nodrift,1,0,,
PASS,330,AL,quick,sine_nodrift,5,P_perm_fused_score_a0.005_pre500_post50_n5,20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5__sine_nodrift,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed5/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sine_nodrift__ts_drift_adapt__seed5.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_nodrift/ts_drift_adapt/seed5/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sine_nodrift__ts_drift_adapt__seed5.summary.json,replace_.csv,1,sine_nodrift,1,0,,
PASS,331,AL,quick,sea_abrupt4,1,P_perm_fused_score_a0.005_pre500_post50_n5,20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5__sea_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_abrupt4__ts_drift_adapt__seed1.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_abrupt4__ts_drift_adapt__seed1.summary.json,replace_.csv,1,sea_abrupt4,0,0,,
PASS,332,AL,quick,sea_abrupt4,2,P_perm_fused_score_a0.005_pre500_post50_n5,20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5__sea_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_abrupt4__ts_drift_adapt__seed2.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_abrupt4__ts_drift_adapt__seed2.summary.json,replace_.csv,1,sea_abrupt4,0,0,,
PASS,333,AL,quick,sea_abrupt4,3,P_perm_fused_score_a0.005_pre500_post50_n5,20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5__sea_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_abrupt4__ts_drift_adapt__seed3.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_abrupt4__ts_drift_adapt__seed3.summary.json,replace_.csv,1,sea_abrupt4,0,0,,
PASS,334,AL,quick,sea_abrupt4,4,P_perm_fused_score_a0.005_pre500_post50_n5,20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5__sea_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_abrupt4__ts_drift_adapt__seed4.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_abrupt4__ts_drift_adapt__seed4.summary.json,replace_.csv,1,sea_abrupt4,0,0,,
PASS,335,AL,quick,sea_abrupt4,5,P_perm_fused_score_a0.005_pre500_post50_n5,20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5__sea_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_abrupt4__ts_drift_adapt__seed5.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sea_abrupt4__ts_drift_adapt__seed5.summary.json,replace_.csv,1,sea_abrupt4,0,0,,
PASS,336,AL,quick,sine_abrupt4,1,P_perm_fused_score_a0.005_pre500_post50_n5,20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5__sine_abrupt4,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed1/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sine_abrupt4__ts_drift_adapt__seed1.csv,1,logs_v14fix1/trackAL_perm_confirm_sweep/sine_abrupt4/ts_drift_adapt/seed1/20260111-191336-wlm_P_perm_fused_score_a0.005_pre500_post50_n5/sine_abrupt4__ts_drift_adapt__seed1.summary.json,replace_.csv,1,sine_abrupt4,0,0,,
