track,unit,dataset,seed,experiment_name,run_id,config_tag,model_variant,monitor_preset,monitor_preset_base,trigger_mode,confirm_theta,confirm_window,confirm_cooldown,weights,log_path,acc_final,mean_acc,acc_min,MDR_win,MTD_win,MTFA_win,MTR_win,MDR_tol500,MTD_tol500,MTFA_tol500,MTR_tol500,confirmed_count_total,ph_error_threshold,ph_error_min_instances,ph_divergence_threshold,ph_divergence_min_instances,drift_idx,drift_pos,segment_end,first_confirmed_step,delay_confirmed,miss_tol500
O,sample_idx,sea_abrupt4,4,trackO_confirm_sweep,20260108-102623-3zj_theta0.30_w3_cd500,theta0.30_w3_cd500,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,500,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-102623-3zj_theta0.30_w3_cd500/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87264,0.8323948373648905,0.546875,0.0,183.0,688.8888888888889,3.764420157862781,0.0,183.0,688.8888888888889,3.764420157862781,77,0.05,5,0.05,30,2,30000,40000,30015,15,0
O,sample_idx,sea_abrupt4,4,trackO_confirm_sweep,20260108-102623-3zj_theta0.30_w3_cd500,theta0.30_w3_cd500,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,500,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-102623-3zj_theta0.30_w3_cd500/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87264,0.8323948373648905,0.546875,0.0,183.0,688.8888888888889,3.764420157862781,0.0,183.0,688.8888888888889,3.764420157862781,77,0.05,5,0.05,30,3,40000,50000,40383,383,0
O,sample_idx,sea_abrupt4,5,trackO_confirm_sweep,20260108-102623-3zj_theta0.30_w3_cd500,theta0.30_w3_cd500,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,500,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-102623-3zj_theta0.30_w3_cd500/sea_abrupt4__ts_drift_adapt__seed5.csv,0.85968,0.8115443189741351,0.4375,0.0,231.0,692.2816901408451,2.996890433510152,0.0,231.0,692.2816901408451,2.996890433510152,76,0.05,5,0.05,30,0,10000,20000,10047,47,0
O,sample_idx,sea_abrupt4,5,trackO_confirm_sweep,20260108-102623-3zj_theta0.30_w3_cd500,theta0.30_w3_cd500,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,500,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-102623-3zj_theta0.30_w3_cd500/sea_abrupt4__ts_drift_adapt__seed5.csv,0.85968,0.8115443189741351,0.4375,0.0,231.0,692.2816901408451,2.996890433510152,0.0,231.0,692.2816901408451,2.996890433510152,76,0.05,5,0.05,30,1,20000,30000,20287,287,0
O,sample_idx,sea_abrupt4,5,trackO_confirm_sweep,20260108-102623-3zj_theta0.30_w3_cd500,theta0.30_w3_cd500,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,500,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-102623-3zj_theta0.30_w3_cd500/sea_abrupt4__ts_drift_adapt__seed5.csv,0.85968,0.8115443189741351,0.4375,0.0,231.0,692.2816901408451,2.996890433510152,0.0,231.0,692.2816901408451,2.996890433510152,76,0.05,5,0.05,30,2,30000,40000,30399,399,0
O,sample_idx,sea_abrupt4,5,trackO_confirm_sweep,20260108-102623-3zj_theta0.30_w3_cd500,theta0.30_w3_cd500,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,500,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-102623-3zj_theta0.30_w3_cd500/sea_abrupt4__ts_drift_adapt__seed5.csv,0.85968,0.8115443189741351,0.4375,0.0,231.0,692.2816901408451,2.996890433510152,0.0,231.0,692.2816901408451,2.996890433510152,76,0.05,5,0.05,30,3,40000,50000,40191,191,0
O,sample_idx,sea_abrupt4,1,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed1.csv,0.88618,0.8357571650114851,0.59375,0.0,423.0,1387.8857142857144,3.2810536980749747,0.25,377.6666666666667,1349.3333333333333,4.763754045307443,40,0.05,5,0.05,30,0,10000,20000,10559,559,1
O,sample_idx,sea_abrupt4,1,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed1.csv,0.88618,0.8357571650114851,0.59375,0.0,423.0,1387.8857142857144,3.2810536980749747,0.25,377.6666666666667,1349.3333333333333,4.763754045307443,40,0.05,5,0.05,30,1,20000,30000,20351,351,0
O,sample_idx,sea_abrupt4,1,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed1.csv,0.88618,0.8357571650114851,0.59375,0.0,423.0,1387.8857142857144,3.2810536980749747,0.25,377.6666666666667,1349.3333333333333,4.763754045307443,40,0.05,5,0.05,30,2,30000,40000,30335,335,0
O,sample_idx,sea_abrupt4,1,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed1.csv,0.88618,0.8357571650114851,0.59375,0.0,423.0,1387.8857142857144,3.2810536980749747,0.25,377.6666666666667,1349.3333333333333,4.763754045307443,40,0.05,5,0.05,30,3,40000,50000,40447,447,0
O,sample_idx,sea_abrupt4,2,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87268,0.8081516512598563,0.203125,0.0,807.0,1415.5294117647059,1.7540637072672935,1.0,,1266.5263157894738,,39,0.05,5,0.05,30,0,10000,20000,10623,623,1
O,sample_idx,sea_abrupt4,2,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87268,0.8081516512598563,0.203125,0.0,807.0,1415.5294117647059,1.7540637072672935,1.0,,1266.5263157894738,,39,0.05,5,0.05,30,1,20000,30000,20927,927,1
O,sample_idx,sea_abrupt4,2,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87268,0.8081516512598563,0.203125,0.0,807.0,1415.5294117647059,1.7540637072672935,1.0,,1266.5263157894738,,39,0.05,5,0.05,30,2,30000,40000,30719,719,1
O,sample_idx,sea_abrupt4,2,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87268,0.8081516512598563,0.203125,0.0,807.0,1415.5294117647059,1.7540637072672935,1.0,,1266.5263157894738,,39,0.05,5,0.05,30,3,40000,50000,40959,959,1
O,sample_idx,sea_abrupt4,3,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed3.csv,0.87248,0.8194654151129876,0.296875,0.0,615.0,1400.6857142857143,2.2775377468060394,0.75,367.0,1290.1052631578948,14.06109278646207,40,0.05,5,0.05,30,0,10000,20000,10367,367,0
O,sample_idx,sea_abrupt4,3,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed3.csv,0.87248,0.8194654151129876,0.296875,0.0,615.0,1400.6857142857143,2.2775377468060394,0.75,367.0,1290.1052631578948,14.06109278646207,40,0.05,5,0.05,30,1,20000,30000,20607,607,1
O,sample_idx,sea_abrupt4,3,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed3.csv,0.87248,0.8194654151129876,0.296875,0.0,615.0,1400.6857142857143,2.2775377468060394,0.75,367.0,1290.1052631578948,14.06109278646207,40,0.05,5,0.05,30,2,30000,40000,30655,655,1
O,sample_idx,sea_abrupt4,3,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed3.csv,0.87248,0.8194654151129876,0.296875,0.0,615.0,1400.6857142857143,2.2775377468060394,0.75,367.0,1290.1052631578948,14.06109278646207,40,0.05,5,0.05,30,3,40000,50000,40831,831,1
O,sample_idx,sea_abrupt4,4,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87378,0.8252056352925503,0.3125,0.0,583.0,1352.888888888889,2.3205641318848866,0.5,423.0,1281.6842105263158,6.059972626601966,41,0.05,5,0.05,30,0,10000,20000,10431,431,0
O,sample_idx,sea_abrupt4,4,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87378,0.8252056352925503,0.3125,0.0,583.0,1352.888888888889,2.3205641318848866,0.5,423.0,1281.6842105263158,6.059972626601966,41,0.05,5,0.05,30,1,20000,30000,20415,415,0
O,sample_idx,sea_abrupt4,4,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87378,0.8252056352925503,0.3125,0.0,583.0,1352.888888888889,2.3205641318848866,0.5,423.0,1281.6842105263158,6.059972626601966,41,0.05,5,0.05,30,2,30000,40000,30847,847,1
O,sample_idx,sea_abrupt4,4,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87378,0.8252056352925503,0.3125,0.0,583.0,1352.888888888889,2.3205641318848866,0.5,423.0,1281.6842105263158,6.059972626601966,41,0.05,5,0.05,30,3,40000,50000,40639,639,1
O,sample_idx,sea_abrupt4,5,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed5.csv,0.86702,0.8131377903179062,0.359375,0.0,247.0,1398.857142857143,5.663389242336611,0.0,247.0,1398.857142857143,5.663389242336611,40,0.05,5,0.05,30,0,10000,20000,10303,303,0
O,sample_idx,sea_abrupt4,5,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed5.csv,0.86702,0.8131377903179062,0.359375,0.0,247.0,1398.857142857143,5.663389242336611,0.0,247.0,1398.857142857143,5.663389242336611,40,0.05,5,0.05,30,1,20000,30000,20287,287,0
O,sample_idx,sea_abrupt4,5,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed5.csv,0.86702,0.8131377903179062,0.359375,0.0,247.0,1398.857142857143,5.663389242336611,0.0,247.0,1398.857142857143,5.663389242336611,40,0.05,5,0.05,30,2,30000,40000,30079,79,0
O,sample_idx,sea_abrupt4,5,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,3,1000,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed5.csv,0.86702,0.8131377903179062,0.359375,0.0,247.0,1398.857142857143,5.663389242336611,0.0,247.0,1398.857142857143,5.663389242336611,40,0.05,5,0.05,30,3,40000,50000,40319,319,0
O,sample_idx,sea_abrupt4,1,trackO_confirm_sweep,20260108-102755-qif_theta0.40_w1_cd0,theta0.40_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.4,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-102755-qif_theta0.40_w1_cd0/sea_abrupt4__ts_drift_adapt__seed1.csv,0.8816,0.8321574832615964,0.4375,0.0,215.0,344.8888888888889,1.6041343669250647,0.0,215.0,344.8888888888889,1.6041343669250647,149,0.05,5,0.05,30,0,10000,20000,10239,239,0
O,sample_idx,sea_abrupt4,1,trackO_confirm_sweep,20260108-102755-qif_theta0.40_w1_cd0,theta0.40_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.4,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-102755-qif_theta0.40_w1_cd0/sea_abrupt4__ts_drift_adapt__seed1.csv,0.8816,0.8321574832615964,0.4375,0.0,215.0,344.8888888888889,1.6041343669250647,0.0,215.0,344.8888888888889,1.6041343669250647,149,0.05,5,0.05,30,1,20000,30000,20031,31,0
O,sample_idx,sea_abrupt4,1,trackO_confirm_sweep,20260108-102755-qif_theta0.40_w1_cd0,theta0.40_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.4,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-102755-qif_theta0.40_w1_cd0/sea_abrupt4__ts_drift_adapt__seed1.csv,0.8816,0.8321574832615964,0.4375,0.0,215.0,344.8888888888889,1.6041343669250647,0.0,215.0,344.8888888888889,1.6041343669250647,149,0.05,5,0.05,30,2,30000,40000,30271,271,0
O,sample_idx,sea_abrupt4,1,trackO_confirm_sweep,20260108-102755-qif_theta0.40_w1_cd0,theta0.40_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.4,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-102755-qif_theta0.40_w1_cd0/sea_abrupt4__ts_drift_adapt__seed1.csv,0.8816,0.8321574832615964,0.4375,0.0,215.0,344.8888888888889,1.6041343669250647,0.0,215.0,344.8888888888889,1.6041343669250647,149,0.05,5,0.05,30,3,40000,50000,40319,319,0
O,sample_idx,sea_abrupt4,2,trackO_confirm_sweep,20260108-102755-qif_theta0.40_w1_cd0,theta0.40_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.4,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-102755-qif_theta0.40_w1_cd0/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87476,0.8176072923730879,0.2265625,0.0,167.0,338.53793103448277,2.027173239727442,0.0,167.0,338.53793103448277,2.027173239727442,150,0.05,5,0.05,30,0,10000,20000,10239,239,0
O,sample_idx,sea_abrupt4,2,trackO_confirm_sweep,20260108-102755-qif_theta0.40_w1_cd0,theta0.40_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.4,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-102755-qif_theta0.40_w1_cd0/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87476,0.8176072923730879,0.2265625,0.0,167.0,338.53793103448277,2.027173239727442,0.0,167.0,338.53793103448277,2.027173239727442,150,0.05,5,0.05,30,1,20000,30000,20095,95,0
O,sample_idx,sea_abrupt4,2,trackO_confirm_sweep,20260108-102755-qif_theta0.40_w1_cd0,theta0.40_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.4,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-102755-qif_theta0.40_w1_cd0/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87476,0.8176072923730879,0.2265625,0.0,167.0,338.53793103448277,2.027173239727442,0.0,167.0,338.53793103448277,2.027173239727442,150,0.05,5,0.05,30,2,30000,40000,30015,15,0
O,sample_idx,sea_abrupt4,2,trackO_confirm_sweep,20260108-102755-qif_theta0.40_w1_cd0,theta0.40_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.4,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-102755-qif_theta0.40_w1_cd0/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87476,0.8176072923730879,0.2265625,0.0,167.0,338.53793103448277,2.027173239727442,0.0,167.0,338.53793103448277,2.027173239727442,150,0.05,5,0.05,30,3,40000,50000,40319,319,0
O,sample_idx,sea_abrupt4,3,trackO_confirm_sweep,20260108-102755-qif_theta0.40_w1_cd0,theta0.40_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.4,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-102755-qif_theta0.40_w1_cd0/sea_abrupt4__ts_drift_adapt__seed3.csv,0.87166,0.8286504399862342,0.671875,0.0,215.0,343.1111111111111,1.5958656330749352,0.0,215.0,343.1111111111111,1.5958656330749352,149,0.05,5,0.05,30,0,10000,20000,10239,239,0
O,sample_idx,sea_abrupt4,3,trackO_confirm_sweep,20260108-102755-qif_theta0.40_w1_cd0,theta0.40_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.4,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-102755-qif_theta0.40_w1_cd0/sea_abrupt4__ts_drift_adapt__seed3.csv,0.87166,0.8286504399862342,0.671875,0.0,215.0,343.1111111111111,1.5958656330749352,0.0,215.0,343.1111111111111,1.5958656330749352,149,0.05,5,0.05,30,1,20000,30000,20159,159,0
O,sample_idx,sea_abrupt4,3,trackO_confirm_sweep,20260108-102755-qif_theta0.40_w1_cd0,theta0.40_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.4,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-102755-qif_theta0.40_w1_cd0/sea_abrupt4__ts_drift_adapt__seed3.csv,0.87166,0.8286504399862342,0.671875,0.0,215.0,343.1111111111111,1.5958656330749352,0.0,215.0,343.1111111111111,1.5958656330749352,149,0.05,5,0.05,30,2,30000,40000,30207,207,0
O,sample_idx,sea_abrupt4,3,trackO_confirm_sweep,20260108-102755-qif_theta0.40_w1_cd0,theta0.40_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.4,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-102755-qif_theta0.40_w1_cd0/sea_abrupt4__ts_drift_adapt__seed3.csv,0.87166,0.8286504399862342,0.671875,0.0,215.0,343.1111111111111,1.5958656330749352,0.0,215.0,343.1111111111111,1.5958656330749352,149,0.05,5,0.05,30,3,40000,50000,40255,255,0
O,sample_idx,sea_abrupt4,4,trackO_confirm_sweep,20260108-102755-qif_theta0.40_w1_cd0,theta0.40_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.4,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-102755-qif_theta0.40_w1_cd0/sea_abrupt4__ts_drift_adapt__seed4.csv,0.8777,0.8242426041188389,0.578125,0.0,295.0,340.16438356164383,1.153099605293708,0.0,295.0,340.16438356164383,1.153099605293708,151,0.05,5,0.05,30,0,10000,20000,10303,303,0
