track,unit,dataset,seed,experiment_name,run_id,group,model_variant,monitor_preset,monitor_preset_base,picked_from_trackm,picked_reason,trigger_mode,confirm_theta,confirm_window,weights,use_severity_v2,severity_gate,severity_gate_min_streak,ph_error_threshold,ph_error_min_instances,ph_divergence_threshold,ph_divergence_min_instances,log_path,acc_final,mean_acc,acc_min,recovery_W,post_mean_acc,post_min_acc,recovery_time_to_pre90,note
N,sample_idx,INSECTS_abrupt_balanced,9,trackN_gating_rule,20260108-013923-zxa_v2_gate_m3_theta0.30_w1,v2_gate_m3,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,1,"from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0",two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,0.05,5,0.05,30,logs/trackN_gating_rule/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed9/20260108-013923-zxa_v2_gate_m3_theta0.30_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed9.csv,0.193653376729048,0.18909987411411325,0.1328125,1000,0.1838351187480823,0.18326297427337856,178.4,"picked TrackM preset: from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0"
N,sample_idx,INSECTS_abrupt_balanced,10,trackN_gating_rule,20260108-013923-zxa_v2_gate_m3_theta0.30_w1,v2_gate_m3,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,1,"from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0",two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,0.05,5,0.05,30,logs/trackN_gating_rule/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed10/20260108-013923-zxa_v2_gate_m3_theta0.30_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed10.csv,0.20266051053039907,0.18863167891610072,0.04296875,1000,0.18882068570320756,0.1880900507057639,178.4,"picked TrackM preset: from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0"
N,sample_idx,INSECTS_abrupt_balanced,1,trackN_gating_rule,20260108-013949-i76_v2_gate_m5_theta0.30_w1,v2_gate_m5,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,1,"from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0",two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,0.05,5,0.05,30,logs/trackN_gating_rule/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed1/20260108-013949-i76_v2_gate_m5_theta0.30_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed1.csv,0.21615228868242284,0.20871315952093417,0.16723278985507245,1000,0.2002378360522759,0.19922106266497736,178.4,"picked TrackM preset: from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0"
N,sample_idx,INSECTS_abrupt_balanced,2,trackN_gating_rule,20260108-013949-i76_v2_gate_m5_theta0.30_w1,v2_gate_m5,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,1,"from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0",two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,0.05,5,0.05,30,logs/trackN_gating_rule/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed2/20260108-013949-i76_v2_gate_m5_theta0.30_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed2.csv,0.19643499157946526,0.19952443865150585,0.17114583333333333,1000,0.1913411813853967,0.19076368646050768,178.4,"picked TrackM preset: from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0"
N,sample_idx,INSECTS_abrupt_balanced,3,trackN_gating_rule,20260108-013949-i76_v2_gate_m5_theta0.30_w1,v2_gate_m5,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,1,"from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0",two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,0.05,5,0.05,30,logs/trackN_gating_rule/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed3/20260108-013949-i76_v2_gate_m5_theta0.30_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed3.csv,0.19283970707892595,0.18642746930683687,0.15625,1000,0.18081115622679658,0.1802706274784214,178.4,"picked TrackM preset: from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0"
N,sample_idx,INSECTS_abrupt_balanced,4,trackN_gating_rule,20260108-013949-i76_v2_gate_m5_theta0.30_w1,v2_gate_m5,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,1,"from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0",two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,0.05,5,0.05,30,logs/trackN_gating_rule/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed4/20260108-013949-i76_v2_gate_m5_theta0.30_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed4.csv,0.1905879236285882,0.19124515375534035,0.1554008152173913,1000,0.18593659808630114,0.1851367594281714,178.4,"picked TrackM preset: from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0"
N,sample_idx,INSECTS_abrupt_balanced,5,trackN_gating_rule,20260108-013949-i76_v2_gate_m5_theta0.30_w1,v2_gate_m5,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,1,"from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0",two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,0.05,5,0.05,30,logs/trackN_gating_rule/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed5/20260108-013949-i76_v2_gate_m5_theta0.30_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed5.csv,0.19707835827956174,0.19683389102771595,0.16247735507246377,1000,0.1914196120613619,0.19065566622873023,178.4,"picked TrackM preset: from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0"
N,sample_idx,INSECTS_abrupt_balanced,6,trackN_gating_rule,20260108-013949-i76_v2_gate_m5_theta0.30_w1,v2_gate_m5,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,1,"from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0",two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,0.05,5,0.05,30,logs/trackN_gating_rule/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed6/20260108-013949-i76_v2_gate_m5_theta0.30_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed6.csv,0.20436354003065454,0.19698941674880727,0.15234375,1000,0.19072038411525194,0.1899255188255907,178.4,"picked TrackM preset: from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0"
N,sample_idx,INSECTS_abrupt_balanced,7,trackN_gating_rule,20260108-013949-i76_v2_gate_m5_theta0.30_w1,v2_gate_m5,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,1,"from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0",two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,0.05,5,0.05,30,logs/trackN_gating_rule/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed7/20260108-013949-i76_v2_gate_m5_theta0.30_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed7.csv,0.19819478872972923,0.19757686558107126,0.12109375,1000,0.19666212409156766,0.19583659344542265,178.4,"picked TrackM preset: from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0"
N,sample_idx,INSECTS_abrupt_balanced,8,trackN_gating_rule,20260108-013949-i76_v2_gate_m5_theta0.30_w1,v2_gate_m5,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,1,"from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0",two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,0.05,5,0.05,30,logs/trackN_gating_rule/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed8/20260108-013949-i76_v2_gate_m5_theta0.30_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed8.csv,0.1940885953791133,0.18742134110338657,0.15307971014492755,1000,0.1777848201925039,0.1768567433268034,178.4,"picked TrackM preset: from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0"
N,sample_idx,INSECTS_abrupt_balanced,9,trackN_gating_rule,20260108-013949-i76_v2_gate_m5_theta0.30_w1,v2_gate_m5,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,1,"from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0",two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,0.05,5,0.05,30,logs/trackN_gating_rule/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed9/20260108-013949-i76_v2_gate_m5_theta0.30_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed9.csv,0.20540428028081065,0.2021090538418118,0.17014508928571428,1000,0.19218689842710202,0.19135147484838244,178.4,"picked TrackM preset: from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0"
N,sample_idx,INSECTS_abrupt_balanced,10,trackN_gating_rule,20260108-013949-i76_v2_gate_m5_theta0.30_w1,v2_gate_m5,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,1,"from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0",two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,0.05,5,0.05,30,logs/trackN_gating_rule/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed10/20260108-013949-i76_v2_gate_m5_theta0.30_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed10.csv,0.19318031297897706,0.19330052687101637,0.16219429347826086,1000,0.18548758555941708,0.1845276529273078,178.4,"picked TrackM preset: from TrackM(tag=two_stage_err(mi=5,thr=0.05)): acc_final_mean=0.8743, miss_mean=0.000, delay_p90=287.0"
