track,dataset,unit,seed,experiment_name,run_id,group,model_variant,monitor_preset,monitor_preset_base,trigger_mode,confirm_theta,confirm_window,confirm_cooldown,weights,use_severity_v2,severity_gate,severity_gate_min_streak,log_path,acc_final,acc_min,confirmed_count_total,miss_tol500,MDR_tol500,conf_P90,conf_P99,MTFA_win,note,recovery_W,post_mean@W1000,post_min@W1000,recovery_time_to_pre90
P,sea_abrupt4,sample_idx,4,trackP_gate_cooldown,20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0,v2_gate_m1,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,logs/trackP_gate_cooldown/sea_abrupt4/ts_drift_adapt_severity/seed4/20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt_severity__seed4.csv,0.88092,0.59375,152,0.0,0.0,163.8,202.67999999999995,335.6734693877551,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,,,,
P,sea_abrupt4,sample_idx,5,trackP_gate_cooldown,20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0,v2_gate_m1,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,logs/trackP_gate_cooldown/sea_abrupt4/ts_drift_adapt_severity/seed5/20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt_severity__seed5.csv,0.88178,0.515625,148,0.0,0.0,314.20000000000005,318.52,347.4125874125874,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,,,,
P,INSECTS_abrupt_balanced,sample_idx,1,trackP_gate_cooldown,20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0,v2_gate_m1,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed1/20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed1.csv,0.21250023653187503,0.1484375,40,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.19592264879436389,0.19489059909189002,178.4
P,INSECTS_abrupt_balanced,sample_idx,2,trackP_gate_cooldown,20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0,v2_gate_m1,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed2/20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed2.csv,0.2005411849300812,0.15913722826086957,39,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.1918553027527393,0.19093810224507096,178.4
P,INSECTS_abrupt_balanced,sample_idx,3,trackP_gate_cooldown,20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0,v2_gate_m1,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed3/20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed3.csv,0.1930100100289515,0.15551403985507245,38,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.18124355779131332,0.18063819006722961,178.4
P,INSECTS_abrupt_balanced,sample_idx,4,trackP_gate_cooldown,20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0,v2_gate_m1,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed4/20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed4.csv,0.1934641512290196,0.16536458333333334,38,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.19162632780703387,0.19062322089450454,178.4
P,INSECTS_abrupt_balanced,sample_idx,5,trackP_gate_cooldown,20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0,v2_gate_m1,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed5/20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed5.csv,0.2035120252805268,0.12109375,40,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.18574699462609992,0.1850473934769657,178.4
P,INSECTS_abrupt_balanced,sample_idx,6,trackP_gate_cooldown,20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0,v2_gate_m1,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed6/20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed6.csv,0.2022820595303423,0.03125,37,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.1967299457119251,0.19588482578633276,178.4
P,INSECTS_abrupt_balanced,sample_idx,7,trackP_gate_cooldown,20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0,v2_gate_m1,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed7/20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed7.csv,0.1969080553295362,0.1576653079710145,40,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.18607158776438693,0.1851353664619828,178.4
P,INSECTS_abrupt_balanced,sample_idx,8,trackP_gate_cooldown,20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0,v2_gate_m1,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed8/20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed8.csv,0.20258482033038772,0.16519474637681159,37,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.19295824117695184,0.1920856985872483,178.4
P,INSECTS_abrupt_balanced,sample_idx,9,trackP_gate_cooldown,20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0,v2_gate_m1,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed9/20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed9.csv,0.20233882718035082,0.11328125,39,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.18746944362789764,0.1868364355090471,178.4
P,INSECTS_abrupt_balanced,sample_idx,10,trackP_gate_cooldown,20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0,v2_gate_m1,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed10/20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed10.csv,0.21424111113213617,0.17522321428571427,39,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.20957374782822638,0.208700239543664,178.4
P,sea_abrupt4,sample_idx,1,trackP_gate_cooldown,20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0,v2_gate_m3,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,logs/trackP_gate_cooldown/sea_abrupt4/ts_drift_adapt_severity/seed1/20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt_severity__seed1.csv,0.87438,0.40625,151,0.0,0.0,295.0,316.59999999999997,339.7260273972603,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,,,,
P,sea_abrupt4,sample_idx,2,trackP_gate_cooldown,20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0,v2_gate_m3,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,logs/trackP_gate_cooldown/sea_abrupt4/ts_drift_adapt_severity/seed2/20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt_severity__seed2.csv,0.87494,0.34375,147,0.0,0.0,266.2,270.52000000000004,345.6901408450704,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,,,,
P,sea_abrupt4,sample_idx,3,trackP_gate_cooldown,20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0,v2_gate_m3,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,logs/trackP_gate_cooldown/sea_abrupt4/ts_drift_adapt_severity/seed3/20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt_severity__seed3.csv,0.8662,0.609375,153,0.0,0.0,277.40000000000003,286.04,335.6756756756757,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,,,,
P,sea_abrupt4,sample_idx,4,trackP_gate_cooldown,20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0,v2_gate_m3,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,logs/trackP_gate_cooldown/sea_abrupt4/ts_drift_adapt_severity/seed4/20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt_severity__seed4.csv,0.88282,0.46875,152,0.0,0.0,211.80000000000004,250.67999999999998,337.4149659863946,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,,,,
P,sea_abrupt4,sample_idx,5,trackP_gate_cooldown,20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0,v2_gate_m3,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,logs/trackP_gate_cooldown/sea_abrupt4/ts_drift_adapt_severity/seed5/20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt_severity__seed5.csv,0.87598,0.328125,149,0.0,0.0,272.6,285.56,344.0,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,,,,
P,INSECTS_abrupt_balanced,sample_idx,1,trackP_gate_cooldown,20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0,v2_gate_m3,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed1/20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed1.csv,0.2119325600317899,0.08984375,39,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.19970069386981268,0.19885957745860583,178.4
P,INSECTS_abrupt_balanced,sample_idx,2,trackP_gate_cooldown,20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0,v2_gate_m3,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed2/20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed2.csv,0.20230098208034514,0.16434151785714285,39,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.19418525138332368,0.19346656440589202,178.4
P,INSECTS_abrupt_balanced,sample_idx,3,trackP_gate_cooldown,20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0,v2_gate_m3,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed3/20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed3.csv,0.1973432739796015,0.07421875,38,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.1811073683588129,0.18063138753855051,178.4
P,INSECTS_abrupt_balanced,sample_idx,4,trackP_gate_cooldown,20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0,v2_gate_m3,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed4/20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed4.csv,0.2043446174806517,0.15625,39,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.199715221773242,0.19885240008002375,178.4
P,INSECTS_abrupt_balanced,sample_idx,5,trackP_gate_cooldown,20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0,v2_gate_m3,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed5/20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed5.csv,0.20014381138002157,0.16519474637681159,38,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.18761707234904165,0.18679364129359718,178.4
P,INSECTS_abrupt_balanced,sample_idx,6,trackP_gate_cooldown,20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0,v2_gate_m3,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed6/20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed6.csv,0.20727761273109163,0.17003348214285716,39,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.1976528880806731,0.1968106298306274,178.4
P,INSECTS_abrupt_balanced,sample_idx,7,trackP_gate_cooldown,20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0,v2_gate_m3,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed7/20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed7.csv,0.19921660642988248,0.15625,38,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.192413557185285,0.19158518967381932,178.4
P,INSECTS_abrupt_balanced,sample_idx,8,trackP_gate_cooldown,20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0,v2_gate_m3,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed8/20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed8.csv,0.20837512063125627,0.17645089285714285,39,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.1999668264319359,0.1990672422421554,178.4
P,INSECTS_abrupt_balanced,sample_idx,9,trackP_gate_cooldown,20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0,v2_gate_m3,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed9/20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed9.csv,0.19802448577970366,0.12109375,38,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.18666274253082143,0.1859827890796705,178.4
P,INSECTS_abrupt_balanced,sample_idx,10,trackP_gate_cooldown,20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0,v2_gate_m3,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,3,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed10/20260108-110909-vau_v2_gate_m3_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed10.csv,0.2058394989308759,0.162890625,39,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.18939029415964478,0.1884991818107018,178.4
P,sea_abrupt4,sample_idx,1,trackP_gate_cooldown,20260108-111015-cl5_v2_gate_m5_theta0.50_w1_cd0,v2_gate_m5,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,logs/trackP_gate_cooldown/sea_abrupt4/ts_drift_adapt_severity/seed1/20260108-111015-cl5_v2_gate_m5_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt_severity__seed1.csv,0.87652,0.6666666666666666,152,0.0,0.0,250.20000000000002,254.52,337.8503401360544,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,,,,
P,sea_abrupt4,sample_idx,2,trackP_gate_cooldown,20260108-111015-cl5_v2_gate_m5_theta0.50_w1_cd0,v2_gate_m5,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,logs/trackP_gate_cooldown/sea_abrupt4/ts_drift_adapt_severity/seed2/20260108-111015-cl5_v2_gate_m5_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt_severity__seed2.csv,0.88084,0.3046875,150,0.0,0.0,192.60000000000005,248.75999999999996,342.5103448275862,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,,,,
P,sea_abrupt4,sample_idx,3,trackP_gate_cooldown,20260108-111015-cl5_v2_gate_m5_theta0.50_w1_cd0,v2_gate_m5,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,logs/trackP_gate_cooldown/sea_abrupt4/ts_drift_adapt_severity/seed3/20260108-111015-cl5_v2_gate_m5_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt_severity__seed3.csv,0.87544,0.5625,149,0.0,0.0,247.0,268.6,343.1111111111111,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,,,,
P,sea_abrupt4,sample_idx,4,trackP_gate_cooldown,20260108-111015-cl5_v2_gate_m5_theta0.50_w1_cd0,v2_gate_m5,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,logs/trackP_gate_cooldown/sea_abrupt4/ts_drift_adapt_severity/seed4/20260108-111015-cl5_v2_gate_m5_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt_severity__seed4.csv,0.89036,0.4375,150,0.0,0.0,258.20000000000005,284.12,342.0689655172414,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,,,,
